model,price,link,thumbnail,capacity
마이크론 Crucial MX500 대원CTS (500GB),66000,http://prod.danawa.com/info/?pcode=5791864&keyword=ssd&cate=112760,http://img.danawa.com/prod_img/500000/864/791/img/5791864_1.jpg?shrink=130:130&_v=20211228131445,500
