model,price,link,thumbnail
darkFlash DK200 RGB 강화유리 (블랙),32000,http://prod.danawa.com/info/?pcode=13381619&keyword=%EC%BB%B4%ED%93%A8%ED%84%B0+%EC%BC%80%EC%9D%B4%EC%8A%A4&cate=112775,http://img.danawa.com/prod_img/500000/619/381/img/13381619_1.jpg?shrink=130:130&_v=20220513103508
