model,price,link,thumbnail,capacity
삼성전자 DDR4-3200 (16GB),72576,http://prod.danawa.com/info/?pcode=11790199&keyword=ddr4+16gb&cate=112752,http://img.danawa.com/prod_img/500000/199/790/img/11790199_1.jpg?shrink=130:130&_v=20210701162712,8
